Program Started
I AM THE MPU6050
Time (s),ENCODER_RIGHT,ax (g),az (g),gy (d/s)
49.8,-149,-64,14768,3
49.8,-149,-64,14768,3
49.8,-149,-64,14768,3
49.8,-149,-64,14768,3
49.8,-149,-64,14768,3
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.8,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-94,14954,-1
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
49.9,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-78,14964,0
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-36,14826,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.1,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-54,14858,2
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.2,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-68,14876,1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.3,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-62,14858,-1
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.4,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-32,14828,-2
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.5,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-98,14812,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.6,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-118,14846,-1
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.7,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-74,14896,-2
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.8,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-62,14864,0
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
50.9,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-86,14872,-1
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-102,14856,0
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.1,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-62,14774,-2
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.2,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-68,14878,0
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.3,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-72,14862,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.4,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-216,14562,-1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.5,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-68,14752,1
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.6,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-84,14920,0
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.7,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14900,-3
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.8,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-40,14850,-6
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
51.9,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-16,14896,-4
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-78,14974,0
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.1,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-16,14826,-1
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.2,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-42,14802,2
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.3,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14878,0
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.4,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-58,14860,-3
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.5,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-44,14900,0
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.6,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-70,14926,-1
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.7,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-118,14842,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.8,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-86,14862,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
52.9,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-96,14894,0
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-20,14980,-2
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.1,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-44,14862,-3
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.2,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-88,14850,-1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.3,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-126,14866,1
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.4,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-92,14894,-2
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.5,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-86,14842,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.6,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-102,14876,-1
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.7,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-110,14892,-2
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.8,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-52,14866,0
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
53.9,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-112,14874,-3
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-88,14850,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.1,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-36,14852,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.2,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-86,14864,-1
54.3,-149,-74,14894,0
54.3,-149,-74,14894,0
